Date,Status,Quantity
26/11/2022 18:31:37,Out of stock,0
26/11/2022 18:48:36,Out of stock,0
26/11/2022 19:34:11,Out of stock,0
26/11/2022 20:10:51,Out of stock,0
26/11/2022 20:36:32,Out of stock,0
26/11/2022 20:48:45,Out of stock,0
26/11/2022 21:09:19,Out of stock,0
26/11/2022 21:24:09,Out of stock,0
26/11/2022 21:48:32,Out of stock,0
26/11/2022 22:26:58,Out of stock,0
26/11/2022 22:36:46,Out of stock,0
26/11/2022 22:48:40,Out of stock,0
26/11/2022 23:10:21,Out of stock,0
26/11/2022 23:26:45,Out of stock,0
26/11/2022 23:48:36,Out of stock,0
27/11/2022 01:00:48,Out of stock,0
27/11/2022 02:46:19,Out of stock,0
27/11/2022 03:36:19,Out of stock,0
27/11/2022 04:13:01,Out of stock,0
27/11/2022 04:34:05,Out of stock,0
27/11/2022 04:49:46,Out of stock,0
27/11/2022 05:25:52,Out of stock,0
27/11/2022 05:34:50,Out of stock,0
27/11/2022 05:48:45,Out of stock,0
27/11/2022 06:13:52,Out of stock,0
27/11/2022 06:33:26,Out of stock,0
27/11/2022 06:49:07,,1
27/11/2022 07:09:59,Out of stock,0
27/11/2022 07:34:26,Out of stock,0
27/11/2022 08:13:28,Out of stock,0
27/11/2022 08:48:36,Out of stock,0
27/11/2022 09:10:20,Out of stock,0
27/11/2022 09:25:47,Out of stock,0
27/11/2022 09:34:27,Out of stock,0
27/11/2022 10:28:57,Out of stock,0
27/11/2022 11:09:15,Out of stock,0
27/11/2022 11:23:25,,1
27/11/2022 11:34:13,Out of stock,0
27/11/2022 12:18:49,Out of stock,0
27/11/2022 12:54:52,Out of stock,0
27/11/2022 13:48:26,Out of stock,0
27/11/2022 14:09:13,Out of stock,0
27/11/2022 14:24:57,Out of stock,0
27/11/2022 14:48:41,Out of stock,0
27/11/2022 15:27:24,,1
27/11/2022 15:37:36,Out of stock,0
27/11/2022 15:48:26,Out of stock,0
27/11/2022 16:13:51,Out of stock,0
27/11/2022 16:53:56,Out of stock,0
27/11/2022 17:25:48,Out of stock,0
27/11/2022 17:34:55,Out of stock,0
27/11/2022 17:48:29,Out of stock,0
27/11/2022 18:48:39,Out of stock,0
27/11/2022 19:08:35,Out of stock,0
27/11/2022 19:34:09,Out of stock,0
27/11/2022 20:27:26,Out of stock,0
27/11/2022 20:36:35,Out of stock,0
27/11/2022 20:48:35,Out of stock,0
27/11/2022 21:09:36,Out of stock,0
27/11/2022 21:34:18,Out of stock,0
27/11/2022 21:48:26,Out of stock,0
27/11/2022 22:10:42,Out of stock,0
27/11/2022 22:37:53,Out of stock,0
27/11/2022 22:48:29,Out of stock,0
28/11/2022 00:54:39,Out of stock,0
28/11/2022 03:10:09,Out of stock,0
28/11/2022 03:39:37,Out of stock,0
28/11/2022 03:52:39,Out of stock,0
28/11/2022 04:13:41,Out of stock,0
28/11/2022 04:34:50,Out of stock,0
28/11/2022 04:50:18,Out of stock,0
28/11/2022 05:26:51,Out of stock,0
28/11/2022 05:36:09,Out of stock,0
28/11/2022 06:14:40,Out of stock,0
28/11/2022 06:36:17,Out of stock,0
28/11/2022 07:23:57,Out of stock,0
28/11/2022 07:34:28,Out of stock,0
28/11/2022 09:11:52,,1
28/11/2022 09:28:09,Out of stock,0
28/11/2022 09:38:26,Out of stock,0
28/11/2022 10:32:31,Out of stock,0
28/11/2022 10:48:27,Out of stock,0
28/11/2022 11:09:37,Out of stock,0
28/11/2022 11:24:34,Out of stock,0
28/11/2022 11:34:32,Out of stock,0
28/11/2022 11:48:41,Out of stock,0
28/11/2022 12:59:20,Out of stock,0
28/11/2022 13:51:42,Out of stock,0
28/11/2022 14:26:47,Out of stock,0
28/11/2022 14:48:32,Out of stock,0
28/11/2022 15:25:58,Out of stock,0
28/11/2022 15:34:14,Out of stock,0
28/11/2022 15:48:44,Out of stock,0
28/11/2022 17:10:29,Out of stock,0
28/11/2022 17:28:13,Out of stock,0
28/11/2022 17:38:38,Out of stock,0
28/11/2022 18:34:27,Out of stock,0
28/11/2022 18:50:41,Out of stock,0
28/11/2022 19:09:08,Out of stock,0
28/11/2022 19:22:25,Out of stock,0
28/11/2022 19:34:32,Out of stock,0
28/11/2022 19:48:32,Out of stock,0
28/11/2022 20:11:41,Out of stock,0
28/11/2022 21:10:10,Out of stock,0
28/11/2022 21:25:35,Out of stock,0
28/11/2022 22:11:01,Out of stock,0
28/11/2022 22:28:35,Out of stock,0
28/11/2022 22:39:33,Out of stock,0
28/11/2022 22:48:29,Out of stock,0
28/11/2022 23:39:33,Out of stock,0
28/11/2022 23:48:39,Out of stock,0
29/11/2022 02:25:22,Out of stock,0
29/11/2022 03:06:26,Out of stock,0
29/11/2022 03:36:39,Out of stock,0
29/11/2022 03:51:12,Out of stock,0
29/11/2022 04:13:58,Out of stock,0
29/11/2022 04:35:17,Out of stock,0
29/11/2022 05:36:04,Out of stock,0
29/11/2022 06:35:19,Out of stock,0
29/11/2022 07:48:32,Out of stock,0
29/11/2022 08:50:12,Out of stock,0
29/11/2022 09:27:48,Out of stock,0
29/11/2022 09:37:59,Out of stock,0
29/11/2022 10:31:28,Out of stock,0
29/11/2022 11:09:43,Out of stock,0
29/11/2022 11:48:49,Out of stock,0
29/11/2022 12:21:41,Out of stock,0
29/11/2022 12:58:41,Out of stock,0
29/11/2022 14:10:27,Out of stock,0
29/11/2022 14:37:23,Out of stock,0
29/11/2022 15:11:46,Out of stock,0
29/11/2022 15:42:02,Out of stock,0
29/11/2022 16:15:54,Out of stock,0
29/11/2022 16:43:26,Out of stock,0
29/11/2022 16:56:02,Out of stock,0
29/11/2022 17:09:58,Out of stock,0
29/11/2022 17:26:26,Out of stock,0
29/11/2022 17:48:27,Out of stock,0
29/11/2022 18:13:58,Out of stock,0
29/11/2022 18:32:56,Out of stock,0
29/11/2022 19:09:20,Out of stock,0
29/11/2022 19:22:31,Out of stock,0
29/11/2022 19:48:39,Out of stock,0
29/11/2022 20:48:27,Out of stock,0
29/11/2022 21:24:48,Out of stock,0
29/11/2022 21:34:46,Out of stock,0
29/11/2022 21:48:37,Out of stock,0
29/11/2022 22:10:22,Out of stock,0
29/11/2022 22:27:31,Out of stock,0
29/11/2022 23:39:48,Out of stock,0
29/11/2022 23:48:37,Out of stock,0
30/11/2022 00:58:00,Out of stock,0
30/11/2022 03:04:17,Out of stock,0
30/11/2022 03:34:51,Out of stock,0
30/11/2022 03:50:18,Out of stock,0
30/11/2022 04:14:02,Out of stock,0
30/11/2022 04:51:03,Out of stock,0
30/11/2022 05:10:58,Out of stock,0
30/11/2022 05:27:11,Out of stock,0
30/11/2022 05:48:28,Out of stock,0
30/11/2022 06:14:33,Out of stock,0
30/11/2022 06:35:21,Out of stock,0
30/11/2022 07:10:24,Out of stock,0
30/11/2022 07:25:12,Out of stock,0
30/11/2022 08:15:00,Out of stock,0
30/11/2022 08:35:37,Out of stock,0
30/11/2022 08:50:04,Out of stock,0
30/11/2022 09:27:56,Out of stock,0
30/11/2022 09:48:30,Out of stock,0
30/11/2022 10:31:52,Out of stock,0
30/11/2022 11:09:46,Out of stock,0
30/11/2022 11:24:35,Out of stock,0
30/11/2022 11:48:51,Out of stock,0
30/11/2022 12:22:15,Out of stock,0
30/11/2022 13:03:09,Out of stock,0
30/11/2022 13:38:14,Out of stock,0
30/11/2022 14:10:22,Out of stock,0
30/11/2022 14:37:47,Out of stock,0
30/11/2022 15:12:09,Out of stock,0
30/11/2022 15:30:35,Out of stock,0
30/11/2022 16:43:35,Out of stock,0
30/11/2022 17:40:00,Out of stock,0
30/11/2022 18:34:53,Out of stock,0
30/11/2022 19:22:46,Out of stock,0
30/11/2022 19:33:42,Out of stock,0
30/11/2022 19:48:25,Out of stock,0
30/11/2022 20:11:49,Out of stock,0
30/11/2022 21:25:25,Out of stock,0
30/11/2022 21:48:35,Out of stock,0
30/11/2022 22:28:58,Out of stock,0
30/11/2022 23:39:06,Out of stock,0
01/12/2022 01:04:03,Out of stock,0
01/12/2022 02:54:04,Out of stock,0
01/12/2022 04:14:20,Out of stock,0
01/12/2022 05:10:59,Out of stock,0
01/12/2022 06:51:56,Out of stock,0
01/12/2022 07:34:31,Out of stock,0
01/12/2022 08:14:47,Out of stock,0
01/12/2022 08:36:02,Out of stock,0
01/12/2022 09:11:42,Out of stock,0
01/12/2022 09:38:52,Out of stock,0
01/12/2022 09:48:33,Out of stock,0
01/12/2022 11:09:38,Out of stock,0
01/12/2022 11:34:28,Out of stock,0
01/12/2022 12:22:15,Out of stock,0
01/12/2022 13:52:05,Out of stock,0
01/12/2022 14:37:27,Out of stock,0
01/12/2022 15:11:48,Out of stock,0
01/12/2022 15:30:27,Out of stock,0
01/12/2022 15:50:34,Out of stock,0
01/12/2022 16:15:29,Out of stock,0
01/12/2022 16:57:03,Out of stock,0
01/12/2022 17:28:36,Out of stock,0
01/12/2022 17:48:32,Out of stock,0
01/12/2022 18:13:45,Out of stock,0
01/12/2022 18:34:44,Out of stock,0
01/12/2022 18:50:47,Out of stock,0
01/12/2022 19:35:10,Out of stock,0
01/12/2022 20:10:59,Out of stock,0
01/12/2022 21:09:13,Out of stock,0
01/12/2022 21:34:31,Out of stock,0
01/12/2022 21:48:55,Out of stock,0
01/12/2022 22:26:47,Out of stock,0
01/12/2022 22:36:30,Out of stock,0
01/12/2022 23:11:30,Out of stock,0
01/12/2022 23:27:47,Out of stock,0
01/12/2022 23:37:13,Out of stock,0
01/12/2022 23:48:33,Out of stock,0
02/12/2022 02:18:00,Out of stock,0
02/12/2022 03:01:00,Out of stock,0
02/12/2022 04:12:51,Out of stock,0
02/12/2022 04:48:34,Out of stock,0
02/12/2022 05:09:54,Out of stock,0
02/12/2022 05:24:59,Out of stock,0
02/12/2022 05:48:38,Out of stock,0
02/12/2022 06:13:25,Out of stock,0
02/12/2022 06:33:03,Out of stock,0
02/12/2022 07:34:25,Out of stock,0
02/12/2022 07:48:33,Out of stock,0
02/12/2022 08:32:09,Out of stock,0
02/12/2022 09:25:24,Out of stock,0
02/12/2022 09:34:44,Out of stock,0
02/12/2022 09:48:44,Out of stock,0
02/12/2022 10:11:52,Out of stock,0
02/12/2022 10:40:57,Out of stock,0
02/12/2022 10:49:02,,1
02/12/2022 11:07:44,Out of stock,0
02/12/2022 11:48:37,Out of stock,0
02/12/2022 12:19:44,Out of stock,0
02/12/2022 13:17:54,Out of stock,0
02/12/2022 14:09:35,Out of stock,0
02/12/2022 14:34:07,Out of stock,0
02/12/2022 16:14:17,Out of stock,0
02/12/2022 16:52:53,Out of stock,0
02/12/2022 17:24:44,Out of stock,0
02/12/2022 17:34:26,Out of stock,0
02/12/2022 18:12:56,Out of stock,0
02/12/2022 18:30:19,Out of stock,0
02/12/2022 19:08:22,Out of stock,0
02/12/2022 19:33:58,Out of stock,0
02/12/2022 19:48:43,Out of stock,0
02/12/2022 20:48:42,Out of stock,0
02/12/2022 21:23:29,Out of stock,0
02/12/2022 21:34:26,Out of stock,0
02/12/2022 21:48:44,Out of stock,0
02/12/2022 22:10:14,Out of stock,0
02/12/2022 22:36:07,Out of stock,0
02/12/2022 23:10:15,Out of stock,0
03/12/2022 00:51:03,Out of stock,0
03/12/2022 02:55:25,Out of stock,0
03/12/2022 03:11:17,Out of stock,0
03/12/2022 03:27:53,Out of stock,0
03/12/2022 03:37:23,Out of stock,0
03/12/2022 03:48:29,Out of stock,0
03/12/2022 04:12:27,Out of stock,0
03/12/2022 05:09:25,Out of stock,0
03/12/2022 05:24:34,Out of stock,0
03/12/2022 05:34:08,Out of stock,0
03/12/2022 05:48:37,Out of stock,0
03/12/2022 06:12:33,Out of stock,0
03/12/2022 06:48:36,Out of stock,0
03/12/2022 07:08:57,Out of stock,0
03/12/2022 07:22:27,Out of stock,0
03/12/2022 07:33:55,Out of stock,0
03/12/2022 07:48:35,Out of stock,0
03/12/2022 08:12:47,Out of stock,0
03/12/2022 09:34:09,Out of stock,0
03/12/2022 09:48:33,Out of stock,0
03/12/2022 10:27:27,Out of stock,0
03/12/2022 10:36:39,Out of stock,0
03/12/2022 10:48:37,Out of stock,0
03/12/2022 11:08:05,Out of stock,0
03/12/2022 11:21:18,Out of stock,0
03/12/2022 11:48:38,,1
03/12/2022 12:17:29,Out of stock,0
03/12/2022 12:51:42,Out of stock,0
03/12/2022 13:29:29,Out of stock,0
03/12/2022 13:37:22,Out of stock,0
03/12/2022 13:48:40,Out of stock,0
03/12/2022 14:08:49,Out of stock,0
03/12/2022 14:23:24,Out of stock,0
03/12/2022 14:33:57,Out of stock,0
03/12/2022 15:09:44,Out of stock,0
03/12/2022 15:25:37,Out of stock,0
03/12/2022 15:34:08,,1
03/12/2022 15:48:52,Out of stock,0
03/12/2022 16:36:02,Out of stock,0
03/12/2022 16:51:16,Out of stock,0
03/12/2022 17:24:14,Out of stock,0
03/12/2022 18:11:53,Out of stock,0
03/12/2022 18:41:22,Out of stock,0
03/12/2022 18:49:21,Out of stock,0
03/12/2022 19:19:53,Out of stock,0
03/12/2022 19:33:48,Out of stock,0
03/12/2022 20:25:47,Out of stock,0
03/12/2022 20:48:41,Out of stock,0
03/12/2022 21:08:52,Out of stock,0
03/12/2022 21:34:20,Out of stock,0
03/12/2022 21:48:42,Out of stock,0
03/12/2022 22:25:41,Out of stock,0
03/12/2022 22:34:10,Out of stock,0
03/12/2022 22:48:49,Out of stock,0
03/12/2022 23:25:07,Out of stock,0
03/12/2022 23:34:21,Out of stock,0
04/12/2022 02:16:08,Out of stock,0
04/12/2022 03:38:06,Out of stock,0
04/12/2022 03:48:34,Out of stock,0
04/12/2022 04:12:28,Out of stock,0
04/12/2022 04:31:56,Out of stock,0
04/12/2022 05:24:25,Out of stock,0
04/12/2022 05:48:44,Out of stock,0
04/12/2022 06:12:41,Out of stock,0
04/12/2022 06:30:41,Out of stock,0
04/12/2022 06:48:32,Out of stock,0
04/12/2022 07:09:07,Out of stock,0
04/12/2022 07:34:11,Out of stock,0
04/12/2022 08:12:55,,1
04/12/2022 08:48:26,Out of stock,0
04/12/2022 09:09:48,Out of stock,0
04/12/2022 09:24:10,Out of stock,0
04/12/2022 09:48:40,Out of stock,0
04/12/2022 10:10:48,Out of stock,0
04/12/2022 10:48:31,Out of stock,0
04/12/2022 12:19:04,Out of stock,0
04/12/2022 12:53:24,Out of stock,0
04/12/2022 13:15:35,Out of stock,0
04/12/2022 13:34:33,Out of stock,0
04/12/2022 13:48:27,Out of stock,0
04/12/2022 14:09:09,Out of stock,0
04/12/2022 14:23:55,Out of stock,0
04/12/2022 14:48:37,Out of stock,0
04/12/2022 15:10:00,Out of stock,0
04/12/2022 15:25:56,Out of stock,0
04/12/2022 15:34:29,Out of stock,0
04/12/2022 15:48:37,,1
04/12/2022 16:36:35,Out of stock,0
04/12/2022 16:51:26,Out of stock,0
04/12/2022 17:09:42,Out of stock,0
04/12/2022 17:24:57,Out of stock,0
04/12/2022 18:12:02,Out of stock,0
04/12/2022 18:49:12,Out of stock,0
04/12/2022 19:20:07,Out of stock,0
04/12/2022 20:26:08,Out of stock,0
04/12/2022 20:34:39,Out of stock,0
04/12/2022 20:48:35,Out of stock,0
04/12/2022 21:22:57,Out of stock,0
04/12/2022 21:48:39,Out of stock,0
04/12/2022 22:25:33,Out of stock,0
04/12/2022 22:34:17,Out of stock,0
04/12/2022 23:10:06,Out of stock,0
04/12/2022 23:25:46,Out of stock,0
04/12/2022 23:48:38,,1
05/12/2022 00:52:42,Out of stock,0
05/12/2022 03:11:52,Out of stock,0
05/12/2022 03:38:23,Out of stock,0
05/12/2022 03:48:30,Out of stock,0
05/12/2022 04:13:29,Out of stock,0
05/12/2022 04:48:34,Out of stock,0
05/12/2022 05:10:42,Out of stock,0
05/12/2022 05:26:01,,1
05/12/2022 05:34:35,Out of stock,0
05/12/2022 06:48:39,Out of stock,0
05/12/2022 07:10:29,Out of stock,0
05/12/2022 07:24:14,Out of stock,0
05/12/2022 07:34:31,Out of stock,0
05/12/2022 09:10:53,Out of stock,0
05/12/2022 09:26:14,,1
05/12/2022 10:12:02,Out of stock,0
05/12/2022 10:30:10,Out of stock,0
05/12/2022 10:40:57,Out of stock,0
05/12/2022 10:48:47,Out of stock,0
05/12/2022 11:22:41,Out of stock,0
05/12/2022 12:56:10,Out of stock,0
05/12/2022 13:20:18,,1
05/12/2022 13:48:32,Out of stock,0
05/12/2022 14:10:12,Out of stock,0
05/12/2022 14:34:57,Out of stock,0
05/12/2022 14:48:43,,1
05/12/2022 15:11:29,Out of stock,0
05/12/2022 15:28:26,Out of stock,0
05/12/2022 16:14:17,Out of stock,0
05/12/2022 16:40:23,Out of stock,0
05/12/2022 16:54:04,Out of stock,0
05/12/2022 17:09:49,Out of stock,0
05/12/2022 17:48:28,Out of stock,0
05/12/2022 19:08:34,Out of stock,0
05/12/2022 19:21:08,Out of stock,0
05/12/2022 19:48:44,Out of stock,0
05/12/2022 20:11:13,Out of stock,0
05/12/2022 20:27:30,Out of stock,0
05/12/2022 20:36:13,Out of stock,0
05/12/2022 20:48:46,Out of stock,0
05/12/2022 21:23:53,Out of stock,0
05/12/2022 21:48:35,Out of stock,0
05/12/2022 22:48:43,Out of stock,0
05/12/2022 23:10:45,Out of stock,0
05/12/2022 23:48:41,Out of stock,0
06/12/2022 03:28:27,Out of stock,0
06/12/2022 04:12:17,Out of stock,0
06/12/2022 05:10:31,Out of stock,0
06/12/2022 05:34:28,Out of stock,0
06/12/2022 05:48:27,Out of stock,0
06/12/2022 06:32:49,Out of stock,0
06/12/2022 06:48:28,Out of stock,0
06/12/2022 07:09:57,Out of stock,0
06/12/2022 07:34:13,Out of stock,0
06/12/2022 08:13:57,Out of stock,0
06/12/2022 08:32:47,,1
06/12/2022 09:10:42,Out of stock,0
06/12/2022 09:25:42,Out of stock,0
06/12/2022 09:48:37,Out of stock,0
06/12/2022 11:08:50,Out of stock,0
06/12/2022 11:34:27,Out of stock,0
06/12/2022 12:21:08,Out of stock,0
06/12/2022 12:59:02,,1
06/12/2022 13:26:17,Out of stock,0
06/12/2022 13:39:10,Out of stock,0
06/12/2022 15:10:51,,1
06/12/2022 15:29:18,Out of stock,0
06/12/2022 15:38:17,Out of stock,0
06/12/2022 16:14:40,Out of stock,0
06/12/2022 16:40:54,Out of stock,0
06/12/2022 17:09:46,Out of stock,0
06/12/2022 17:26:15,Out of stock,0
06/12/2022 17:35:22,Out of stock,0
06/12/2022 18:13:12,Out of stock,0
06/12/2022 18:32:07,Out of stock,0
06/12/2022 18:48:31,Out of stock,0
06/12/2022 19:08:41,Out of stock,0
06/12/2022 19:21:13,Out of stock,0
06/12/2022 19:34:13,Out of stock,0
06/12/2022 20:10:54,Out of stock,0
06/12/2022 20:26:27,Out of stock,0
06/12/2022 20:35:04,Out of stock,0
06/12/2022 20:48:36,Out of stock,0
06/12/2022 21:48:28,Out of stock,0
06/12/2022 22:10:14,Out of stock,0
06/12/2022 23:10:58,Out of stock,0
06/12/2022 23:27:21,Out of stock,0
06/12/2022 23:36:40,Out of stock,0
06/12/2022 23:48:32,Out of stock,0
07/12/2022 02:22:02,Out of stock,0
07/12/2022 03:02:05,Out of stock,0
07/12/2022 03:31:14,Out of stock,0
07/12/2022 03:48:40,Out of stock,0
07/12/2022 04:13:04,Out of stock,0
07/12/2022 05:10:02,Out of stock,0
07/12/2022 05:48:29,Out of stock,0
07/12/2022 06:13:53,Out of stock,0
07/12/2022 06:33:23,Out of stock,0
07/12/2022 08:13:58,Out of stock,0
07/12/2022 08:32:54,Out of stock,0
07/12/2022 08:48:33,Out of stock,0
07/12/2022 09:48:30,,1
07/12/2022 10:11:44,Out of stock,0
07/12/2022 10:41:18,Out of stock,0
07/12/2022 11:22:55,Out of stock,0
07/12/2022 11:34:23,Out of stock,0
07/12/2022 12:55:21,,1
07/12/2022 13:37:49,Out of stock,0
07/12/2022 13:48:41,Out of stock,0
07/12/2022 14:34:26,Out of stock,0
07/12/2022 15:10:50,Out of stock,0
07/12/2022 17:09:49,Out of stock,0
07/12/2022 17:26:35,Out of stock,0
07/12/2022 17:48:39,Out of stock,0
07/12/2022 18:32:40,Out of stock,0
07/12/2022 19:34:10,Out of stock,0
07/12/2022 20:11:18,Out of stock,0
07/12/2022 20:48:37,Out of stock,0
07/12/2022 21:10:19,Out of stock,0
07/12/2022 21:24:24,Out of stock,0
07/12/2022 22:10:20,Out of stock,0
07/12/2022 23:35:25,,1
07/12/2022 23:48:25,,1
08/12/2022 02:16:56,Out of stock,0
08/12/2022 03:48:31,,1
08/12/2022 04:33:28,Out of stock,0
08/12/2022 04:48:46,Out of stock,0
08/12/2022 05:26:01,Out of stock,0
08/12/2022 05:35:07,Out of stock,0
08/12/2022 06:14:20,Out of stock,0
08/12/2022 06:33:40,,1
08/12/2022 07:23:53,Out of stock,0
08/12/2022 07:34:22,Out of stock,0
08/12/2022 07:48:43,Out of stock,0
08/12/2022 08:13:45,Out of stock,0
08/12/2022 08:32:50,Out of stock,0
08/12/2022 08:48:42,Out of stock,0
08/12/2022 10:40:44,Out of stock,0
08/12/2022 11:08:58,Out of stock,0
08/12/2022 11:22:56,Out of stock,0
08/12/2022 11:48:45,Out of stock,0
08/12/2022 12:19:28,Out of stock,0
08/12/2022 13:19:16,Out of stock,0
08/12/2022 14:09:32,Out of stock,0
08/12/2022 14:34:21,Out of stock,0
08/12/2022 14:48:34,Out of stock,0
08/12/2022 15:10:51,Out of stock,0
08/12/2022 15:37:18,Out of stock,0
08/12/2022 16:38:36,Out of stock,0
08/12/2022 17:26:13,Out of stock,0
08/12/2022 17:48:37,Out of stock,0
08/12/2022 18:48:34,Out of stock,0
08/12/2022 19:08:41,Out of stock,0
08/12/2022 19:21:03,Out of stock,0
08/12/2022 20:35:19,Out of stock,0
08/12/2022 21:24:22,Out of stock,0
08/12/2022 21:34:34,Out of stock,0
08/12/2022 21:48:42,Out of stock,0
08/12/2022 22:25:55,Out of stock,0
08/12/2022 22:48:43,Out of stock,0
08/12/2022 23:11:38,Out of stock,0
08/12/2022 23:28:05,Out of stock,0
08/12/2022 23:37:44,Out of stock,0
09/12/2022 02:58:20,Out of stock,0
09/12/2022 04:12:44,Out of stock,0
09/12/2022 04:32:57,Out of stock,0
09/12/2022 04:48:37,Out of stock,0
09/12/2022 05:10:03,Out of stock,0
09/12/2022 05:34:30,Out of stock,0
09/12/2022 05:48:41,Out of stock,0
09/12/2022 06:14:01,Out of stock,0
09/12/2022 06:32:43,Out of stock,0
09/12/2022 07:34:31,Out of stock,0
09/12/2022 08:13:27,Out of stock,0
09/12/2022 09:25:42,Out of stock,0
09/12/2022 09:48:38,Out of stock,0
09/12/2022 10:11:27,Out of stock,0
09/12/2022 10:48:44,Out of stock,0
09/12/2022 11:08:42,Out of stock,0
09/12/2022 11:22:55,Out of stock,0
09/12/2022 11:48:44,Out of stock,0
09/12/2022 12:18:54,Out of stock,0
09/12/2022 13:18:08,Out of stock,0
09/12/2022 13:37:00,Out of stock,0
09/12/2022 13:48:34,Out of stock,0
09/12/2022 14:48:41,Out of stock,0
09/12/2022 15:26:16,Out of stock,0
09/12/2022 16:14:42,Out of stock,0
09/12/2022 16:39:28,Out of stock,0
09/12/2022 17:10:02,Out of stock,0
09/12/2022 17:35:09,Out of stock,0
09/12/2022 17:48:30,Out of stock,0
09/12/2022 18:12:54,Out of stock,0
09/12/2022 18:48:30,Out of stock,0
09/12/2022 19:34:00,Out of stock,0
09/12/2022 20:11:05,Out of stock,0
09/12/2022 20:49:31,Out of stock,0
09/12/2022 21:48:46,Out of stock,0
09/12/2022 22:10:00,Out of stock,0
09/12/2022 22:36:31,Out of stock,0
09/12/2022 23:10:30,Out of stock,0
09/12/2022 23:26:46,Out of stock,0
09/12/2022 23:48:46,Out of stock,0
10/12/2022 02:11:31,Out of stock,0
10/12/2022 03:10:53,Out of stock,0
10/12/2022 03:37:15,Out of stock,0
10/12/2022 04:12:26,Out of stock,0
10/12/2022 04:32:33,Out of stock,0
10/12/2022 04:48:28,Out of stock,0
10/12/2022 05:48:42,Out of stock,0
10/12/2022 07:22:52,Out of stock,0
10/12/2022 07:48:38,Out of stock,0
10/12/2022 08:13:04,Out of stock,0
10/12/2022 08:31:12,Out of stock,0
10/12/2022 08:48:42,Out of stock,0
10/12/2022 09:09:34,Out of stock,0
10/12/2022 09:24:23,Out of stock,0
10/12/2022 09:34:28,Out of stock,0
10/12/2022 09:48:38,Out of stock,0
10/12/2022 10:10:19,Out of stock,0
10/12/2022 10:27:53,Out of stock,0
10/12/2022 11:08:14,Out of stock,0
10/12/2022 11:34:03,Out of stock,0
10/12/2022 11:48:34,Out of stock,0
10/12/2022 12:17:56,Out of stock,0
10/12/2022 13:15:03,Out of stock,0
10/12/2022 13:30:29,Out of stock,0
10/12/2022 13:38:41,Out of stock,0
10/12/2022 13:48:37,Out of stock,0
10/12/2022 14:34:03,Out of stock,0
10/12/2022 15:09:43,Out of stock,0
10/12/2022 15:34:20,Out of stock,0
10/12/2022 15:48:49,Out of stock,0
10/12/2022 16:13:15,Out of stock,0
10/12/2022 17:08:57,Out of stock,0
10/12/2022 18:30:20,Out of stock,0
10/12/2022 18:49:59,Out of stock,0
10/12/2022 19:07:54,Out of stock,0
10/12/2022 19:33:45,Out of stock,0
10/12/2022 19:48:47,Out of stock,0
10/12/2022 20:26:02,Out of stock,0
10/12/2022 20:34:47,Out of stock,0
10/12/2022 20:48:36,Out of stock,0
10/12/2022 21:09:02,Out of stock,0
10/12/2022 21:23:01,Out of stock,0
10/12/2022 21:34:22,Out of stock,0
10/12/2022 22:09:24,Out of stock,0
10/12/2022 22:25:45,Out of stock,0
10/12/2022 22:34:28,Out of stock,0
10/12/2022 22:48:35,Out of stock,0
10/12/2022 23:10:12,Out of stock,0
10/12/2022 23:25:30,Out of stock,0
10/12/2022 23:48:41,Out of stock,0
11/12/2022 00:58:11,Out of stock,0
11/12/2022 02:25:15,Out of stock,0
11/12/2022 03:02:22,Out of stock,0
11/12/2022 03:48:32,Out of stock,0
11/12/2022 04:32:54,Out of stock,0
11/12/2022 04:48:31,Out of stock,0
11/12/2022 05:25:14,Out of stock,0
11/12/2022 05:48:48,Out of stock,0
11/12/2022 06:12:45,Out of stock,0
11/12/2022 06:48:35,Out of stock,0
11/12/2022 07:34:24,Out of stock,0
11/12/2022 07:48:26,Out of stock,0
11/12/2022 08:31:16,Out of stock,0
11/12/2022 09:24:28,Out of stock,0
11/12/2022 09:34:18,Out of stock,0
11/12/2022 09:48:24,Out of stock,0
11/12/2022 10:10:20,Out of stock,0
11/12/2022 11:21:45,Out of stock,0
11/12/2022 11:48:29,Out of stock,0
11/12/2022 12:18:08,Out of stock,0
11/12/2022 12:53:12,Out of stock,0
11/12/2022 13:48:29,Out of stock,0
11/12/2022 14:09:06,Out of stock,0
11/12/2022 14:33:58,Out of stock,0
11/12/2022 14:48:48,Out of stock,0
11/12/2022 15:09:57,Out of stock,0
11/12/2022 15:34:46,Out of stock,0
11/12/2022 15:48:40,Out of stock,0
11/12/2022 16:36:49,Out of stock,0
11/12/2022 17:08:43,Out of stock,0
11/12/2022 17:24:49,Out of stock,0
11/12/2022 17:33:49,Out of stock,0
11/12/2022 18:12:31,Out of stock,0
11/12/2022 18:50:12,Out of stock,0
11/12/2022 19:20:31,Out of stock,0
11/12/2022 19:33:59,Out of stock,0
11/12/2022 20:26:06,Out of stock,0
11/12/2022 20:48:45,Out of stock,0
11/12/2022 21:08:44,Out of stock,0
11/12/2022 21:22:58,Out of stock,0
11/12/2022 21:48:38,Out of stock,0
11/12/2022 22:09:34,Out of stock,0
11/12/2022 22:35:16,Out of stock,0
11/12/2022 23:10:15,Out of stock,0
11/12/2022 23:25:44,Out of stock,0
11/12/2022 23:34:44,Out of stock,0
