Date,Status,Quantity
11/12/2022 23:48:38,Out of stock,0
12/12/2022 02:17:44,Out of stock,0
12/12/2022 03:01:27,Out of stock,0
12/12/2022 03:31:14,Out of stock,0
12/12/2022 04:32:23,Out of stock,0
12/12/2022 05:10:13,Out of stock,0
12/12/2022 05:25:47,Out of stock,0
12/12/2022 05:34:39,Out of stock,0
12/12/2022 05:48:29,Out of stock,0
12/12/2022 06:13:52,Out of stock,0
12/12/2022 06:33:33,Out of stock,0
12/12/2022 06:48:59,Out of stock,0
12/12/2022 07:10:42,Out of stock,0
12/12/2022 07:24:44,Out of stock,0
12/12/2022 07:34:20,Out of stock,0
12/12/2022 07:48:41,Out of stock,0
12/12/2022 08:33:52,Out of stock,0
12/12/2022 08:48:32,Out of stock,0
12/12/2022 09:26:37,Out of stock,0
12/12/2022 09:35:34,Out of stock,0
12/12/2022 10:11:59,Out of stock,0
12/12/2022 10:48:27,Out of stock,0
12/12/2022 11:23:03,Out of stock,0
12/12/2022 11:34:28,Out of stock,0
12/12/2022 12:56:51,Out of stock,0
12/12/2022 13:22:14,Out of stock,0
12/12/2022 13:48:28,Out of stock,0
12/12/2022 14:10:03,Out of stock,0
12/12/2022 14:26:06,Out of stock,0
12/12/2022 14:35:31,Out of stock,0
12/12/2022 14:48:29,Out of stock,0
12/12/2022 15:11:28,Out of stock,0
12/12/2022 15:39:15,Out of stock,0
12/12/2022 16:42:47,Out of stock,0
12/12/2022 16:56:23,Out of stock,0
12/12/2022 17:10:58,Out of stock,0
12/12/2022 17:26:25,Out of stock,0
12/12/2022 17:35:33,Out of stock,0
12/12/2022 18:13:20,Out of stock,0
12/12/2022 18:33:00,Out of stock,0
12/12/2022 19:23:36,Out of stock,0
12/12/2022 19:34:51,Out of stock,0
12/12/2022 20:26:41,Out of stock,0
12/12/2022 20:35:31,Out of stock,0
12/12/2022 21:09:57,Out of stock,0
12/12/2022 21:24:30,Out of stock,0
12/12/2022 21:48:37,Out of stock,0
12/12/2022 22:10:15,Out of stock,0
12/12/2022 22:27:32,Out of stock,0
12/12/2022 22:37:27,Out of stock,0
12/12/2022 22:48:31,Out of stock,0
12/12/2022 23:11:04,Out of stock,0
12/12/2022 23:27:51,Out of stock,0
12/12/2022 23:37:09,Out of stock,0
12/12/2022 23:48:41,Out of stock,0
13/12/2022 02:26:54,Out of stock,0
13/12/2022 03:04:42,Out of stock,0
13/12/2022 03:33:28,Out of stock,0
13/12/2022 04:13:11,Out of stock,0
13/12/2022 04:33:16,Out of stock,0
13/12/2022 04:48:49,Out of stock,0
13/12/2022 05:25:47,Out of stock,0
13/12/2022 05:48:30,Out of stock,0
13/12/2022 06:14:09,Out of stock,0
13/12/2022 06:33:51,Out of stock,0
13/12/2022 07:34:24,Out of stock,0
13/12/2022 07:48:28,Out of stock,0
13/12/2022 08:33:08,Out of stock,0
13/12/2022 09:11:02,Out of stock,0
13/12/2022 09:26:40,Out of stock,0
13/12/2022 09:48:43,Out of stock,0
13/12/2022 10:11:34,Out of stock,0
13/12/2022 11:09:04,Out of stock,0
13/12/2022 12:55:56,Out of stock,0
13/12/2022 13:37:54,Out of stock,0
13/12/2022 13:48:40,Out of stock,0
13/12/2022 14:27:21,Out of stock,0
13/12/2022 14:37:50,Out of stock,0
13/12/2022 14:48:36,Out of stock,0
13/12/2022 15:48:36,Out of stock,0
13/12/2022 16:14:35,Out of stock,0
13/12/2022 16:40:53,Out of stock,0
13/12/2022 18:32:09,Out of stock,0
13/12/2022 19:21:30,Out of stock,0
13/12/2022 20:11:27,Out of stock,0
13/12/2022 20:27:36,Out of stock,0
13/12/2022 20:36:48,Out of stock,0
13/12/2022 21:10:01,Out of stock,0
13/12/2022 21:23:54,Out of stock,0
13/12/2022 22:10:23,Out of stock,0
13/12/2022 22:27:03,Out of stock,0
13/12/2022 22:37:04,Out of stock,0
13/12/2022 23:10:47,Out of stock,0
13/12/2022 23:26:44,Out of stock,0
13/12/2022 23:36:03,Out of stock,0
13/12/2022 23:48:47,Out of stock,0
14/12/2022 00:53:55,,1
14/12/2022 03:24:54,,1
14/12/2022 03:37:45,Out of stock,0
14/12/2022 03:48:31,Out of stock,0
14/12/2022 04:13:04,Out of stock,0
14/12/2022 05:10:20,Out of stock,0
14/12/2022 05:26:14,Out of stock,0
14/12/2022 05:34:56,Out of stock,0
14/12/2022 05:48:42,Out of stock,0
14/12/2022 07:10:25,Out of stock,0
14/12/2022 07:48:45,,1
14/12/2022 08:13:56,Out of stock,0
14/12/2022 08:33:01,Out of stock,0
14/12/2022 08:48:25,Out of stock,0
14/12/2022 09:25:57,Out of stock,0
14/12/2022 09:48:28,Out of stock,0
14/12/2022 10:29:48,Out of stock,0
14/12/2022 10:40:26,Out of stock,0
14/12/2022 10:48:35,Out of stock,0
14/12/2022 11:23:01,,1
14/12/2022 11:34:29,Out of stock,0
14/12/2022 12:20:12,Out of stock,0
14/12/2022 13:20:09,Out of stock,0
14/12/2022 14:35:12,Out of stock,0
14/12/2022 14:48:26,Out of stock,0
14/12/2022 16:14:20,Out of stock,0
14/12/2022 17:26:25,Out of stock,0
14/12/2022 17:35:22,Out of stock,0
14/12/2022 18:13:08,Out of stock,0
14/12/2022 19:21:40,Out of stock,0
14/12/2022 19:48:32,Out of stock,0
14/12/2022 20:27:27,Out of stock,0
14/12/2022 20:36:52,Out of stock,0
14/12/2022 21:24:25,Out of stock,0
14/12/2022 21:34:30,Out of stock,0
14/12/2022 21:49:05,Out of stock,0
14/12/2022 22:09:51,,1
14/12/2022 22:48:48,,1
14/12/2022 23:10:43,,1
14/12/2022 23:26:37,Out of stock,0
14/12/2022 23:35:46,Out of stock,0
14/12/2022 23:48:42,Out of stock,0
15/12/2022 00:55:27,Out of stock,0
15/12/2022 02:19:56,Out of stock,0
15/12/2022 03:38:36,Out of stock,0
15/12/2022 03:48:36,Out of stock,0
15/12/2022 04:13:25,Out of stock,0
15/12/2022 05:10:09,Out of stock,0
15/12/2022 05:26:01,Out of stock,0
15/12/2022 05:48:39,Out of stock,0
15/12/2022 06:13:42,Out of stock,0
15/12/2022 06:33:25,Out of stock,0
15/12/2022 07:10:10,Out of stock,0
15/12/2022 07:24:01,Out of stock,0
15/12/2022 07:34:26,Out of stock,0
15/12/2022 08:33:26,Out of stock,0
15/12/2022 08:49:50,Out of stock,0
15/12/2022 09:10:45,Out of stock,0
15/12/2022 09:26:15,Out of stock,0
15/12/2022 09:35:13,Out of stock,0
15/12/2022 11:34:17,Out of stock,0
15/12/2022 12:56:23,Out of stock,0
15/12/2022 13:20:47,Out of stock,0
15/12/2022 13:38:14,,1
15/12/2022 14:48:34,Out of stock,0
15/12/2022 15:28:03,,1
15/12/2022 15:38:14,Out of stock,0
15/12/2022 16:54:25,Out of stock,0
15/12/2022 19:20:00,Out of stock,0
15/12/2022 19:34:05,Out of stock,0
15/12/2022 20:10:38,Out of stock,0
15/12/2022 21:34:13,Out of stock,0
15/12/2022 21:48:33,Out of stock,0
15/12/2022 22:48:51,Out of stock,0
15/12/2022 23:10:57,Out of stock,0
16/12/2022 00:51:33,Out of stock,0
16/12/2022 02:05:34,Out of stock,0
16/12/2022 02:51:22,Out of stock,0
16/12/2022 03:11:07,Out of stock,0
16/12/2022 03:48:29,Out of stock,0
16/12/2022 04:48:33,Out of stock,0
16/12/2022 05:09:37,Out of stock,0
16/12/2022 05:24:24,Out of stock,0
16/12/2022 06:13:19,Out of stock,0
16/12/2022 06:31:04,,1
16/12/2022 07:33:54,Out of stock,0
16/12/2022 08:12:52,Out of stock,0
16/12/2022 08:29:56,Out of stock,0
16/12/2022 09:10:01,Out of stock,0
16/12/2022 09:24:04,Out of stock,0
16/12/2022 09:34:26,Out of stock,0
16/12/2022 10:37:30,Out of stock,0
16/12/2022 11:33:53,Out of stock,0
16/12/2022 13:14:24,Out of stock,0
16/12/2022 13:30:03,Out of stock,0
16/12/2022 14:08:53,Out of stock,0
16/12/2022 14:24:15,Out of stock,0
16/12/2022 14:34:17,Out of stock,0
16/12/2022 14:48:36,Out of stock,0
16/12/2022 16:50:53,Out of stock,0
16/12/2022 17:48:35,Out of stock,0
16/12/2022 18:40:54,Out of stock,0
16/12/2022 18:48:51,Out of stock,0
16/12/2022 19:20:12,Out of stock,0
16/12/2022 19:48:46,Out of stock,0
16/12/2022 20:10:26,Out of stock,0
16/12/2022 21:22:28,Out of stock,0
16/12/2022 21:34:14,Out of stock,0
17/12/2022 02:38:30,Out of stock,0
17/12/2022 03:34:05,Out of stock,0
17/12/2022 03:48:27,Out of stock,0
17/12/2022 04:12:01,Out of stock,0
17/12/2022 04:49:05,Out of stock,0
17/12/2022 06:12:02,Out of stock,0
17/12/2022 06:29:06,Out of stock,0
17/12/2022 06:38:53,Out of stock,0
17/12/2022 07:33:35,Out of stock,0
17/12/2022 08:29:03,Out of stock,0
17/12/2022 08:48:35,Out of stock,0
17/12/2022 09:09:20,Out of stock,0
17/12/2022 09:22:51,Out of stock,0
17/12/2022 09:34:03,Out of stock,0
17/12/2022 09:48:29,Out of stock,0
17/12/2022 10:09:44,Out of stock,0
17/12/2022 10:34:07,Out of stock,0
17/12/2022 10:48:32,Out of stock,0
17/12/2022 11:07:37,Out of stock,0
17/12/2022 11:33:59,Out of stock,0
17/12/2022 12:16:37,Out of stock,0
17/12/2022 13:48:38,Out of stock,0
17/12/2022 14:08:20,Out of stock,0
17/12/2022 14:22:34,Out of stock,0
17/12/2022 14:48:27,Out of stock,0
17/12/2022 15:23:57,Out of stock,0
17/12/2022 15:34:08,Out of stock,0
17/12/2022 16:33:37,Out of stock,0
17/12/2022 17:08:24,Out of stock,0
17/12/2022 17:48:37,Out of stock,0
17/12/2022 19:07:32,Out of stock,0
17/12/2022 19:19:00,Out of stock,0
17/12/2022 19:33:50,Out of stock,0
17/12/2022 20:24:13,Out of stock,0
17/12/2022 20:34:14,Out of stock,0
17/12/2022 20:48:25,Out of stock,0
17/12/2022 23:09:12,Out of stock,0
17/12/2022 23:23:40,Out of stock,0
17/12/2022 23:34:39,Out of stock,0
17/12/2022 23:48:29,Out of stock,0
18/12/2022 02:41:22,Out of stock,0
18/12/2022 03:11:01,Out of stock,0
18/12/2022 03:25:44,Out of stock,0
18/12/2022 03:35:22,Out of stock,0
18/12/2022 03:48:33,Out of stock,0
18/12/2022 04:11:46,Out of stock,0
18/12/2022 04:29:56,Out of stock,0
18/12/2022 05:09:02,Out of stock,0
18/12/2022 05:48:31,Out of stock,0
18/12/2022 06:11:55,,1
18/12/2022 06:29:04,Out of stock,0
18/12/2022 06:48:43,Out of stock,0
18/12/2022 07:21:31,Out of stock,0
18/12/2022 07:33:40,Out of stock,0
18/12/2022 08:12:17,Out of stock,0
18/12/2022 08:28:49,Out of stock,0
18/12/2022 09:09:41,Out of stock,0
18/12/2022 09:48:28,Out of stock,0
18/12/2022 10:09:45,Out of stock,0
18/12/2022 10:26:12,Out of stock,0
18/12/2022 10:34:15,Out of stock,0
18/12/2022 11:48:28,Out of stock,0
18/12/2022 12:16:49,Out of stock,0
18/12/2022 12:49:16,Out of stock,0
18/12/2022 13:26:48,Out of stock,0
18/12/2022 14:08:25,,1
18/12/2022 14:34:09,Out of stock,0
18/12/2022 14:48:37,Out of stock,0
18/12/2022 15:49:02,Out of stock,0
18/12/2022 16:33:58,Out of stock,0
18/12/2022 17:23:24,Out of stock,0
18/12/2022 17:34:08,Out of stock,0
18/12/2022 17:48:31,Out of stock,0
18/12/2022 18:11:15,Out of stock,0
18/12/2022 18:36:55,Out of stock,0
18/12/2022 19:07:32,Out of stock,0
18/12/2022 19:19:02,Out of stock,0
18/12/2022 20:10:02,Out of stock,0
18/12/2022 20:34:18,Out of stock,0
18/12/2022 20:48:29,Out of stock,0
18/12/2022 21:08:28,Out of stock,0
18/12/2022 21:21:22,Out of stock,0
18/12/2022 22:08:59,Out of stock,0
18/12/2022 22:48:43,Out of stock,0
18/12/2022 23:09:48,Out of stock,0
19/12/2022 00:48:25,Out of stock,0
19/12/2022 02:05:02,Out of stock,0
19/12/2022 02:40:15,Out of stock,0
19/12/2022 02:51:10,,1
19/12/2022 04:12:19,Out of stock,0
19/12/2022 05:24:44,Out of stock,0
19/12/2022 06:13:15,Out of stock,0
19/12/2022 06:31:21,Out of stock,0
19/12/2022 06:48:35,Out of stock,0
19/12/2022 07:09:42,Out of stock,0
19/12/2022 07:33:53,Out of stock,0
19/12/2022 07:48:30,Out of stock,0
19/12/2022 08:13:40,Out of stock,0
19/12/2022 09:10:38,Out of stock,0
19/12/2022 09:25:11,Out of stock,0
19/12/2022 10:12:43,Out of stock,0
19/12/2022 10:48:41,Out of stock,0
19/12/2022 11:22:12,Out of stock,0
19/12/2022 12:19:03,Out of stock,0
19/12/2022 12:53:25,Out of stock,0
19/12/2022 13:16:44,Out of stock,0
19/12/2022 14:35:18,Out of stock,0
19/12/2022 15:29:56,Out of stock,0
19/12/2022 17:08:26,Out of stock,0
19/12/2022 18:30:58,Out of stock,0
19/12/2022 19:34:32,Out of stock,0
19/12/2022 20:11:31,Out of stock,0
19/12/2022 20:35:48,Out of stock,0
19/12/2022 21:23:08,Out of stock,0
19/12/2022 21:34:24,Out of stock,0
19/12/2022 21:48:38,Out of stock,0
19/12/2022 22:09:43,Out of stock,0
19/12/2022 23:10:19,Out of stock,0
19/12/2022 23:48:27,Out of stock,0
20/12/2022 02:44:49,Out of stock,0
20/12/2022 03:26:26,Out of stock,0
20/12/2022 04:12:17,Out of stock,0
20/12/2022 04:31:04,Out of stock,0
20/12/2022 04:48:36,Out of stock,0
20/12/2022 06:49:05,Out of stock,0
20/12/2022 07:48:45,Out of stock,0
20/12/2022 09:10:43,Out of stock,0
20/12/2022 10:30:01,Out of stock,0
20/12/2022 10:48:36,Out of stock,0
20/12/2022 11:48:40,Out of stock,0
20/12/2022 12:53:21,Out of stock,0
20/12/2022 13:48:31,Out of stock,0
20/12/2022 15:28:58,Out of stock,0
20/12/2022 15:39:43,Out of stock,0
20/12/2022 16:38:54,Out of stock,0
20/12/2022 17:09:23,Out of stock,0
20/12/2022 17:24:41,Out of stock,0
20/12/2022 17:48:30,Out of stock,0
20/12/2022 18:12:15,Out of stock,0
20/12/2022 19:08:22,Out of stock,0
20/12/2022 20:35:07,Out of stock,0
20/12/2022 21:23:06,Out of stock,0
20/12/2022 21:34:18,Out of stock,0
20/12/2022 21:48:29,Out of stock,0
20/12/2022 22:34:00,Out of stock,0
20/12/2022 23:10:16,Out of stock,0
20/12/2022 23:24:26,Out of stock,0
20/12/2022 23:34:38,Out of stock,0
21/12/2022 00:48:10,Out of stock,0
21/12/2022 03:35:32,Out of stock,0
21/12/2022 04:48:32,Out of stock,0
21/12/2022 06:31:08,Out of stock,0
21/12/2022 07:22:58,Out of stock,0
21/12/2022 07:34:08,Out of stock,0
21/12/2022 08:31:50,Out of stock,0
21/12/2022 09:10:15,Out of stock,0
21/12/2022 09:25:09,Out of stock,0
21/12/2022 09:34:21,Out of stock,0
21/12/2022 10:38:19,Out of stock,0
21/12/2022 10:48:34,Out of stock,0
21/12/2022 11:21:40,Out of stock,0
21/12/2022 11:34:01,Out of stock,0
21/12/2022 12:18:43,Out of stock,0
21/12/2022 13:16:26,Out of stock,0
21/12/2022 13:35:50,Out of stock,0
21/12/2022 14:09:26,Out of stock,0
21/12/2022 14:25:05,Out of stock,0
21/12/2022 15:39:31,Out of stock,0
21/12/2022 16:52:14,Out of stock,0
21/12/2022 17:25:14,Out of stock,0
21/12/2022 17:48:35,Out of stock,0
21/12/2022 18:12:43,Out of stock,0
21/12/2022 18:49:16,Out of stock,0
21/12/2022 19:08:34,Out of stock,0
21/12/2022 19:48:35,Out of stock,0
21/12/2022 21:48:41,Out of stock,0
21/12/2022 22:25:40,Out of stock,0
21/12/2022 22:34:13,Out of stock,0
21/12/2022 23:26:25,Out of stock,0
21/12/2022 23:34:52,Out of stock,0
21/12/2022 23:48:41,Out of stock,0
22/12/2022 00:51:41,Out of stock,0
22/12/2022 02:43:55,Out of stock,0
22/12/2022 04:48:30,Out of stock,0
22/12/2022 06:31:45,Out of stock,0
22/12/2022 07:09:30,Out of stock,0
22/12/2022 07:22:46,Out of stock,0
22/12/2022 07:34:11,Out of stock,0
22/12/2022 08:13:07,Out of stock,0
22/12/2022 09:09:49,Out of stock,0
22/12/2022 09:24:34,Out of stock,0
22/12/2022 10:38:45,Out of stock,0
22/12/2022 10:48:39,Out of stock,0
22/12/2022 11:21:59,Out of stock,0
22/12/2022 13:16:49,Out of stock,0
22/12/2022 14:48:40,Out of stock,0
22/12/2022 15:11:02,Out of stock,0
22/12/2022 15:27:54,Out of stock,0
22/12/2022 16:13:51,Out of stock,0
22/12/2022 17:09:28,Out of stock,0
22/12/2022 17:25:09,Out of stock,0
22/12/2022 17:33:57,Out of stock,0
22/12/2022 18:49:49,Out of stock,0
22/12/2022 19:34:00,Out of stock,0
22/12/2022 19:48:46,Out of stock,0
22/12/2022 20:26:01,Out of stock,0
22/12/2022 20:34:39,Out of stock,0
22/12/2022 20:48:29,Out of stock,0
22/12/2022 21:34:42,Out of stock,0
22/12/2022 21:49:11,Out of stock,0
22/12/2022 22:26:03,Out of stock,0
22/12/2022 23:11:35,Out of stock,0
22/12/2022 23:26:47,Out of stock,0
23/12/2022 02:45:03,Out of stock,0
23/12/2022 02:55:45,Out of stock,0
23/12/2022 03:48:31,Out of stock,0
23/12/2022 04:31:03,Out of stock,0
23/12/2022 07:09:30,Out of stock,0
23/12/2022 13:15:19,Out of stock,0
23/12/2022 13:30:34,Out of stock,0
23/12/2022 15:48:27,Out of stock,0
23/12/2022 17:09:11,Out of stock,0
23/12/2022 17:48:53,Out of stock,0
23/12/2022 18:12:15,Out of stock,0
23/12/2022 22:34:08,Out of stock,0
23/12/2022 22:48:28,Out of stock,0
23/12/2022 23:09:53,Out of stock,0
23/12/2022 23:24:34,Out of stock,0
24/12/2022 01:55:43,Out of stock,0
24/12/2022 03:34:40,Out of stock,0
24/12/2022 04:41:21,Out of stock,0
24/12/2022 04:49:36,Out of stock,0
24/12/2022 06:12:01,Out of stock,0
24/12/2022 07:21:34,Out of stock,0
24/12/2022 07:48:47,Out of stock,0
24/12/2022 11:33:51,Out of stock,0
24/12/2022 13:12:39,Out of stock,0
24/12/2022 13:35:09,Out of stock,0
24/12/2022 14:48:35,Out of stock,0
24/12/2022 16:12:53,Out of stock,0
24/12/2022 18:11:23,Out of stock,0
24/12/2022 18:48:39,Out of stock,0
24/12/2022 19:07:37,Out of stock,0
24/12/2022 19:48:36,Out of stock,0
24/12/2022 20:34:19,Out of stock,0
24/12/2022 20:48:44,Out of stock,0
25/12/2022 02:56:17,Out of stock,0
25/12/2022 03:26:30,Out of stock,0
25/12/2022 04:12:06,Out of stock,0
25/12/2022 05:48:34,Out of stock,0
25/12/2022 07:48:43,Out of stock,0
25/12/2022 09:23:01,Out of stock,0
25/12/2022 09:34:10,Out of stock,0
25/12/2022 10:09:52,Out of stock,0
25/12/2022 10:26:38,Out of stock,0
25/12/2022 11:20:39,Out of stock,0
25/12/2022 11:48:32,Out of stock,0
25/12/2022 12:17:02,Out of stock,0
25/12/2022 19:48:39,Out of stock,0
25/12/2022 20:48:43,Out of stock,0
25/12/2022 21:48:36,Out of stock,0
25/12/2022 23:10:01,Out of stock,0
25/12/2022 23:34:05,Out of stock,0
26/12/2022 05:09:58,Out of stock,0
26/12/2022 05:24:37,Out of stock,0
26/12/2022 06:31:48,Out of stock,0
26/12/2022 10:48:33,Out of stock,0
26/12/2022 11:21:36,Out of stock,0
26/12/2022 11:34:11,Out of stock,0
26/12/2022 14:34:08,Out of stock,0
26/12/2022 15:34:10,Out of stock,0
26/12/2022 19:48:29,Out of stock,0
26/12/2022 22:24:52,Out of stock,0
26/12/2022 23:24:24,Out of stock,0
27/12/2022 03:35:11,Out of stock,0
27/12/2022 05:34:02,Out of stock,0
27/12/2022 07:22:20,Out of stock,0
27/12/2022 10:10:47,Out of stock,0
27/12/2022 11:08:14,Out of stock,0
27/12/2022 13:29:05,Out of stock,0
27/12/2022 14:09:23,Out of stock,0
27/12/2022 14:24:01,Out of stock,0
27/12/2022 19:08:06,Out of stock,0
27/12/2022 22:48:44,Out of stock,0
27/12/2022 23:10:30,Out of stock,0
28/12/2022 02:43:07,Out of stock,0
28/12/2022 04:48:32,Out of stock,0
28/12/2022 06:13:28,Out of stock,0
28/12/2022 08:12:58,Out of stock,0
28/12/2022 08:40:27,Out of stock,0
28/12/2022 16:13:03,Out of stock,0
28/12/2022 16:50:23,Out of stock,0
28/12/2022 18:12:01,Out of stock,0
28/12/2022 18:48:32,Out of stock,0
28/12/2022 19:48:34,Out of stock,0
28/12/2022 22:48:44,Out of stock,0
29/12/2022 02:44:43,Out of stock,0
29/12/2022 02:56:17,Out of stock,0
29/12/2022 03:36:03,Out of stock,0
29/12/2022 09:23:55,Out of stock,0
29/12/2022 11:08:28,Out of stock,0
29/12/2022 11:21:16,Out of stock,0
29/12/2022 12:17:59,Out of stock,0
29/12/2022 14:34:16,Out of stock,0
29/12/2022 15:25:55,Out of stock,0
29/12/2022 16:13:23,Out of stock,0
29/12/2022 18:48:54,Out of stock,0
29/12/2022 19:48:39,Out of stock,0
29/12/2022 20:25:47,Out of stock,0
29/12/2022 22:33:53,Out of stock,0
30/12/2022 02:45:14,Out of stock,0
30/12/2022 06:13:18,Out of stock,0
30/12/2022 09:09:36,Out of stock,0
30/12/2022 10:48:41,Out of stock,0
30/12/2022 11:48:33,Out of stock,0
30/12/2022 13:48:43,Out of stock,0
30/12/2022 15:25:16,Out of stock,0
30/12/2022 15:34:16,Out of stock,0
30/12/2022 16:12:47,Out of stock,0
31/12/2022 02:06:25,Out of stock,0
31/12/2022 15:24:20,Out of stock,0
31/12/2022 21:08:41,Out of stock,0
31/12/2022 21:21:41,Out of stock,0
01/01/2023 06:12:20,Out of stock,0
01/01/2023 11:33:35,Out of stock,0
01/01/2023 11:48:42,Out of stock,0
01/01/2023 15:24:41,Out of stock,0
01/01/2023 16:12:37,Out of stock,0
01/01/2023 23:10:04,Out of stock,0
02/01/2023 03:11:12,Out of stock,0
02/01/2023 07:33:56,Out of stock,0
02/01/2023 13:35:08,Out of stock,0
02/01/2023 15:48:38,Out of stock,0
02/01/2023 16:13:19,Out of stock,0
02/01/2023 19:19:31,Out of stock,0
02/01/2023 21:34:04,Out of stock,0
03/01/2023 02:08:13,Out of stock,0
03/01/2023 02:42:37,Out of stock,0
03/01/2023 08:48:39,Out of stock,0
03/01/2023 09:24:41,Out of stock,0
03/01/2023 09:48:29,Out of stock,0
03/01/2023 10:48:45,Out of stock,0
03/01/2023 16:37:30,Out of stock,0
03/01/2023 19:20:24,Out of stock,0
03/01/2023 22:34:58,Out of stock,0
04/01/2023 03:11:20,Out of stock,0
04/01/2023 06:48:32,Out of stock,0
04/01/2023 11:22:27,Out of stock,0
04/01/2023 12:54:29,Out of stock,0
04/01/2023 13:35:55,Out of stock,0
04/01/2023 21:48:33,Out of stock,0
04/01/2023 22:49:02,Out of stock,0
05/01/2023 10:39:40,Out of stock,0
05/01/2023 10:48:31,Out of stock,0
05/01/2023 14:48:48,Out of stock,0
05/01/2023 15:29:31,Out of stock,0
05/01/2023 15:40:51,Out of stock,0
05/01/2023 17:09:18,Out of stock,0
05/01/2023 23:35:09,Out of stock,0
06/01/2023 03:36:31,Out of stock,0
06/01/2023 06:13:24,Out of stock,0
06/01/2023 09:34:23,Out of stock,0
06/01/2023 13:48:31,Out of stock,0
06/01/2023 15:27:49,Out of stock,0
06/01/2023 19:34:15,Out of stock,0
06/01/2023 21:22:42,Out of stock,0
06/01/2023 21:34:24,Out of stock,0
07/01/2023 07:22:17,Out of stock,0
07/01/2023 19:07:54,Out of stock,0
07/01/2023 23:48:41,Out of stock,0
08/01/2023 03:35:48,Out of stock,0
08/01/2023 06:48:33,Out of stock,0
08/01/2023 14:48:28,Out of stock,0
08/01/2023 18:38:08,Out of stock,0
09/01/2023 09:11:05,Out of stock,0
09/01/2023 13:19:08,Out of stock,0
09/01/2023 15:15:28,Out of stock,0
09/01/2023 17:48:55,Out of stock,0
09/01/2023 22:10:15,Out of stock,0
10/01/2023 03:37:31,Out of stock,0
10/01/2023 07:48:38,Out of stock,0
10/01/2023 08:32:20,Out of stock,0
10/01/2023 09:10:42,Out of stock,0
10/01/2023 09:26:09,Out of stock,0
10/01/2023 10:48:37,Out of stock,0
10/01/2023 11:48:36,Out of stock,0
10/01/2023 13:19:25,Out of stock,0
10/01/2023 13:37:33,Out of stock,0
10/01/2023 14:12:19,Out of stock,0
10/01/2023 14:33:08,Out of stock,0
10/01/2023 14:49:28,Out of stock,0
10/01/2023 15:15:46,Out of stock,0
10/01/2023 18:12:50,Out of stock,0
10/01/2023 18:48:37,Out of stock,0
10/01/2023 19:21:18,Out of stock,0
10/01/2023 19:48:48,Out of stock,0
10/01/2023 21:24:21,Out of stock,0
10/01/2023 23:48:38,Out of stock,0
11/01/2023 08:48:36,Out of stock,0
11/01/2023 09:42:19,Out of stock,0
11/01/2023 14:39:33,Out of stock,0
11/01/2023 15:52:10,Out of stock,0
11/01/2023 16:56:14,Out of stock,0
11/01/2023 19:21:44,Out of stock,0
12/01/2023 03:27:07,Out of stock,0
12/01/2023 04:48:34,Out of stock,0
12/01/2023 07:09:46,Out of stock,0
12/01/2023 09:49:16,Out of stock,0
12/01/2023 14:13:15,Out of stock,0
12/01/2023 20:48:42,Out of stock,0
12/01/2023 21:34:28,Out of stock,0
13/01/2023 04:48:37,Out of stock,0
13/01/2023 06:32:26,Out of stock,0
13/01/2023 07:34:15,Out of stock,0
13/01/2023 16:48:32,Out of stock,0
13/01/2023 19:08:06,Out of stock,0
14/01/2023 13:35:28,Out of stock,0
14/01/2023 21:21:46,Out of stock,0
15/01/2023 04:30:27,Out of stock,0
15/01/2023 08:12:46,Out of stock,0
15/01/2023 13:36:00,Out of stock,0
16/01/2023 05:48:31,Out of stock,0
16/01/2023 09:10:54,Out of stock,0
16/01/2023 11:48:33,Out of stock,0
16/01/2023 13:37:43,Out of stock,0
16/01/2023 15:27:26,Out of stock,0
17/01/2023 06:48:27,Out of stock,0
17/01/2023 07:09:56,Out of stock,0
17/01/2023 13:17:54,Out of stock,0
17/01/2023 14:34:21,Out of stock,0
17/01/2023 17:34:04,Out of stock,0
17/01/2023 18:30:49,Out of stock,0
18/01/2023 05:25:46,Out of stock,0
18/01/2023 07:48:43,Out of stock,0
18/01/2023 11:48:30,Out of stock,0
18/01/2023 14:09:50,Out of stock,0
18/01/2023 17:09:31,Out of stock,0
18/01/2023 17:25:30,Out of stock,0
18/01/2023 18:48:37,Out of stock,0
18/01/2023 21:48:46,Out of stock,0
18/01/2023 23:25:16,Out of stock,0
19/01/2023 05:48:46,Out of stock,0
19/01/2023 09:34:41,Out of stock,0
19/01/2023 14:10:30,Out of stock,0
19/01/2023 17:10:13,Out of stock,0
19/01/2023 18:13:09,Out of stock,0
19/01/2023 19:33:56,Out of stock,0
19/01/2023 20:26:58,Out of stock,0
19/01/2023 21:09:52,Out of stock,0
20/01/2023 12:55:15,Out of stock,0
20/01/2023 13:48:35,Out of stock,0
20/01/2023 14:09:59,Out of stock,0
20/01/2023 15:38:13,Out of stock,0
20/01/2023 15:48:38,Out of stock,0
20/01/2023 16:38:22,Out of stock,0
20/01/2023 22:48:30,Out of stock,0
21/01/2023 03:26:31,Out of stock,0
21/01/2023 22:25:07,Out of stock,0
22/01/2023 04:48:31,Out of stock,0
22/01/2023 05:24:22,Out of stock,0
22/01/2023 15:34:11,Out of stock,0
23/01/2023 11:22:19,Out of stock,0
23/01/2023 11:48:39,Out of stock,0
23/01/2023 20:10:54,Out of stock,0
23/01/2023 20:35:18,Out of stock,0
